hrs,absences,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
10.213231816153334,7,3,3,4.0,2.0,3.0,22,Travel_Rarely,Research & Development,16,2,Life Sciences,1,2552,Female,2,Laboratory Technician,Single,35790,1.0,Y,19,8,3,1.0,3,1,0,0,Yes
10.677703034359444,7,4,4,2.0,1.0,3.0,34,Travel_Frequently,Sales,17,1,Marketing,1,1653,Male,1,Research Director,Divorced,20010,9.0,Y,22,8,1,11.0,5,3,0,2,Yes
6.249265952699444,16,3,3,2.0,4.0,3.0,35,Travel_Rarely,Research & Development,10,5,Medical,1,3191,Female,4,Laboratory Technician,Single,134580,1.0,Y,11,8,0,17.0,3,17,11,8,No
7.3814457831325,7,3,3,2.0,2.0,3.0,30,Travel_Frequently,Research & Development,8,4,Medical,1,1945,Male,1,Sales Executive,Single,191440,0.0,Y,11,8,0,4.0,3,3,1,2,Yes
5.781059794734444,13,2,3,4.0,4.0,3.0,29,Travel_Rarely,Research & Development,2,4,Medical,1,1467,Male,1,Laboratory Technician,Divorced,26790,2.0,Y,15,8,0,10.0,2,3,0,2,No
7.535445113788334,18,3,3,3.0,4.0,3.0,34,Travel_Rarely,Sales,14,2,Technical Degree,1,1085,Female,1,Sales Executive,Married,22350,2.0,Y,14,8,1,9.0,2,5,1,0,No
5.7278313253011115,11,3,3,3.0,2.0,4.0,42,Travel_Frequently,Sales,2,2,Marketing,1,1508,Male,3,Research Director,Married,29560,5.0,Y,13,8,0,23.0,2,20,4,8,No
10.852452030343333,2,3,4,1.0,4.0,4.0,29,Travel_Rarely,Research & Development,9,4,Medical,1,4125,Male,2,Sales Representative,Married,29960,9.0,Y,25,8,0,4.0,4,2,2,2,Yes
5.934716644355,14,3,3,4.0,2.0,2.0,44,Travel_Rarely,Sales,24,5,Medical,1,3300,Female,1,Sales Executive,Single,25660,9.0,Y,11,8,1,10.0,3,5,2,3,No
10.523103525211944,2,2,4,3.0,2.0,3.0,36,Travel_Rarely,Research & Development,2,4,Medical,1,670,Male,1,Healthcare Representative,Single,27250,9.0,Y,21,8,1,18.0,4,16,5,12,No
6.696197010263056,18,3,4,3.0,1.0,4.0,60,Travel_Frequently,Research & Development,16,3,Life Sciences,1,170,Female,4,Laboratory Technician,Married,23390,4.0,Y,20,8,0,22.0,4,18,13,11,No
7.193168228469166,7,1,3,3.0,4.0,3.0,37,Travel_Frequently,Research & Development,13,4,Life Sciences,1,1861,Female,3,Human Resources,Married,35640,5.0,Y,11,8,0,10.0,1,5,0,0,No
7.827246764836945,6,3,3,1.0,3.0,3.0,48,Travel_Rarely,Human Resources,2,4,Medical,1,3418,Male,2,Sales Executive,Single,45540,2.0,Y,11,8,2,19.0,3,2,2,2,No
6.679530343596389,15,2,3,2.0,4.0,2.0,34,Travel_Rarely,Sales,6,4,Marketing,1,3440,Male,2,Research Director,Divorced,96130,0.0,Y,12,8,1,16.0,5,15,0,9,No
8.21362672913861,14,3,3,3.0,4.0,4.0,43,Travel_Frequently,Research & Development,3,4,Life Sciences,1,1332,Male,1,Sales Executive,Married,24080,1.0,Y,12,8,1,25.0,3,25,4,12,No
9.959563810798612,8,3,3,4.0,3.0,3.0,34,Travel_Rarely,Human Resources,2,3,Human Resources,1,2297,Male,2,Manufacturing Director,Married,28180,1.0,Y,13,8,1,10.0,2,10,8,6,No
6.242110664881666,13,2,3,2.0,1.0,3.0,38,Travel_Rarely,Sales,2,4,Life Sciences,1,2176,Female,1,Research Scientist,Divorced,107250,3.0,Y,18,8,0,11.0,5,7,1,7,No
6.750371485943611,17,2,3,2.0,2.0,4.0,38,Travel_Rarely,Research & Development,2,3,Life Sciences,1,863,Female,1,Manufacturing Director,Single,27780,2.0,Y,13,8,0,8.0,5,3,1,2,No
5.618691432396111,23,3,3,2.0,4.0,4.0,55,Travel_Rarely,Research & Development,2,3,Life Sciences,1,2549,Female,1,Human Resources,Married,27810,8.0,Y,13,8,1,19.0,2,5,0,4,No
7.372218875501945,10,3,3,2.0,3.0,3.0,27,Travel_Rarely,Research & Development,1,3,Medical,1,413,Male,1,Research Scientist,Single,20580,1.0,Y,14,8,1,1.0,5,1,0,0,No
6.938787371708889,9,3,4,3.0,1.0,4.0,60,Travel_Frequently,Research & Development,16,3,Life Sciences,1,3110,Female,4,Laboratory Technician,Married,23390,4.0,Y,20,8,0,22.0,4,18,13,11,No
8.768038821954445,17,3,3,2.0,4.0,3.0,55,Travel_Rarely,Research & Development,1,4,Other,1,1496,Female,1,Research Scientist,Married,67990,3.0,Y,11,8,0,12.0,2,10,0,8,No
9.582788933511667,19,3,3,4.0,3.0,2.0,28,Travel_Frequently,Research & Development,2,3,Other,1,664,Female,1,Manager,Single,55770,0.0,Y,19,8,0,5.0,3,4,0,2,No
6.223263052208611,21,1,3,4.0,2.0,3.0,24,Travel_Rarely,Sales,7,3,Medical,1,3159,Female,1,Laboratory Technician,Married,12320,1.0,Y,12,8,0,1.0,4,1,0,0,No
9.596241633199444,15,3,3,1.0,2.0,3.0,33,Travel_Rarely,Research & Development,8,2,Life Sciences,1,541,Male,4,Manufacturing Director,Single,29040,4.0,Y,13,8,0,5.0,2,2,2,2,Yes
5.819590584560277,16,2,3,3.0,3.0,2.0,28,Travel_Rarely,Research & Development,19,4,Medical,1,1811,Female,2,Sales Executive,Single,32040,6.0,Y,16,8,1,5.0,4,2,2,1,Yes
5.931424587237778,6,3,3,1.0,4.0,3.0,42,Travel_Rarely,Sales,2,2,Medical,1,3039,Female,1,Laboratory Technician,Single,21330,3.0,Y,13,8,2,14.0,2,1,0,0,No
8.48146140116,9,4,3,2.0,4.0,3.0,38,Non-Travel,Sales,11,1,Marketing,1,2766,Male,2,Laboratory Technician,Divorced,24300,7.0,Y,13,8,2,17.0,2,13,1,9,No
6.106440205265278,8,3,3,3.0,1.0,3.0,31,Travel_Frequently,Research & Development,5,2,Technical Degree,1,3409,Male,2,Sales Executive,Married,65020,1.0,Y,12,8,0,4.0,3,4,0,3,No
5.762250111557222,23,1,4,3.0,2.0,3.0,31,Travel_Rarely,Research & Development,3,2,Medical,1,4225,Female,3,Sales Executive,Single,42850,1.0,Y,21,8,1,1.0,2,1,1,0,No
7.008023203926666,19,3,3,1.0,3.0,3.0,40,Travel_Rarely,Research & Development,22,1,Life Sciences,1,899,Male,1,Laboratory Technician,Married,56660,1.0,Y,14,8,1,18.0,2,18,14,12,No
5.745110441766944,19,3,4,4.0,3.0,3.0,40,Travel_Rarely,Research & Development,11,3,Life Sciences,1,2869,Female,2,Sales Executive,Married,70050,1.0,Y,20,8,2,21.0,2,20,9,9,No
6.842600401606389,8,3,3,1.0,3.0,3.0,30,Travel_Rarely,Sales,26,3,Marketing,1,1039,Female,2,Manager,Single,44200,9.0,Y,11,8,0,9.0,3,7,0,2,No
8.071975680499722,15,2,3,4.0,4.0,2.0,29,Travel_Frequently,Research & Development,13,2,Life Sciences,1,1075,Female,1,Laboratory Technician,Single,52200,1.0,Y,17,8,0,1.0,3,1,1,0,Yes
6.822862561356389,20,3,3,1.0,2.0,3.0,55,Travel_Rarely,Research & Development,1,3,Medical,1,3128,Female,1,Sales Executive,Single,120310,3.0,Y,11,8,0,37.0,5,10,7,7,No
5.826133422579167,7,2,3,3.0,3.0,4.0,35,Travel_Frequently,Research & Development,19,3,Life Sciences,1,1441,Female,1,Sales Executive,Single,21450,1.0,Y,13,8,0,10.0,6,10,0,8,No
6.778573181615278,5,3,4,2.0,4.0,3.0,29,Travel_Rarely,Human Resources,8,3,Medical,1,3020,Male,3,Sales Representative,Single,25870,0.0,Y,22,8,2,4.0,3,3,2,2,No
8.461950022311388,7,4,3,4.0,1.0,3.0,45,Non-Travel,Sales,2,3,Medical,1,3401,Female,1,Sales Executive,Married,66440,1.0,Y,12,8,0,9.0,3,9,0,8,No
7.817591477019167,7,2,3,2.0,3.0,3.0,38,Travel_Rarely,Sales,20,4,Medical,1,4113,Female,2,Research Director,Married,20290,3.0,Y,11,8,1,20.0,3,18,1,11,No
6.643965863453611,19,2,3,1.0,1.0,3.0,25,Travel_Rarely,Sales,16,4,Life Sciences,1,2234,Male,2,Research Scientist,Married,198590,3.0,Y,19,8,0,6.0,3,3,2,2,Yes
9.769775769745555,3,3,4,4.0,4.0,2.0,58,Travel_Rarely,Sales,5,3,Marketing,1,1117,Male,5,Sales Representative,Married,21540,4.0,Y,21,8,1,29.0,3,1,0,0,No
5.849885095939166,6,3,3,3.0,3.0,3.0,26,Travel_Rarely,Sales,28,3,Medical,1,98,Female,5,Laboratory Technician,Married,51510,1.0,Y,15,8,3,8.0,3,8,7,7,No
9.610699464524723,5,2,4,3.0,4.0,2.0,35,Non-Travel,Research & Development,1,1,Life Sciences,1,631,Male,2,Sales Executive,Married,136100,4.0,Y,22,8,2,16.0,4,13,4,12,No
5.897547969656389,9,4,3,4.0,3.0,3.0,29,Non-Travel,Research & Development,10,4,Technical Degree,1,2838,Male,3,Healthcare Representative,Married,58690,1.0,Y,11,8,1,10.0,6,10,0,9,No
9.01836791610861,17,3,3,4.0,4.0,3.0,28,Travel_Frequently,Research & Development,2,3,Life Sciences,1,2142,Female,2,Sales Representative,Married,21270,1.0,Y,14,8,0,2.0,3,2,2,2,No
8.552351628736945,15,2,3,3.0,4.0,3.0,31,Travel_Rarely,Research & Development,20,1,Technical Degree,1,2992,Female,3,Research Scientist,Married,99070,0.0,Y,13,8,1,6.0,3,5,0,3,No
5.867930611334167,21,2,3,3.0,2.0,4.0,54,Travel_Rarely,Research & Development,5,2,Life Sciences,1,253,Female,2,Sales Executive,Married,40140,2.0,Y,19,8,1,16.0,4,9,7,1,No
10.706489290495277,6,3,3,4.0,1.0,3.0,46,Travel_Rarely,Sales,12,3,Marketing,1,1991,Female,3,Healthcare Representative,Divorced,89430,8.0,Y,12,8,1,19.0,6,16,1,7,No
7.404615127175278,13,4,3,1.0,2.0,3.0,41,Travel_Rarely,Research & Development,13,4,Life Sciences,1,2658,Female,1,Healthcare Representative,Married,109200,0.0,Y,15,8,1,21.0,3,20,0,10,No
10.324920794288056,2,1,3,3.0,3.0,3.0,44,Travel_Rarely,Human Resources,6,2,Human Resources,1,3540,Male,3,Sales Executive,Single,45580,1.0,Y,13,8,1,6.0,2,6,0,2,Yes
6.331786033020833,17,2,3,3.0,3.0,1.0,35,Travel_Rarely,Research & Development,6,3,Life Sciences,1,3518,Female,3,Laboratory Technician,Single,31020,1.0,Y,13,8,1,6.0,3,5,1,4,No
6.552251227130555,19,3,3,3.0,1.0,2.0,48,Travel_Rarely,Research & Development,2,5,Life Sciences,1,2327,Male,1,Sales Executive,Married,47650,8.0,Y,12,8,1,10.0,4,8,7,6,No
10.149457831325277,17,2,3,2.0,3.0,1.0,53,Travel_Rarely,Sales,14,2,Life Sciences,1,1365,Female,5,Manufacturing Director,Married,35170,2.0,Y,12,8,1,13.0,1,7,4,5,No
10.268588799642778,3,3,4,4.0,4.0,1.0,35,Travel_Rarely,Research & Development,2,1,Life Sciences,1,1889,Male,3,Healthcare Representative,Married,106090,1.0,Y,22,8,0,10.0,3,10,0,7,No
7.122371709058333,6,2,3,2.0,1.0,3.0,43,Travel_Rarely,Research & Development,25,2,Medical,1,3292,Male,2,Healthcare Representative,Married,61320,6.0,Y,13,8,0,22.0,3,4,1,0,No
5.670689424363889,18,3,3,1.0,2.0,2.0,40,Travel_Rarely,Research & Development,1,4,Medical,1,3367,Male,2,Research Scientist,Divorced,192320,2.0,Y,14,8,1,11.0,3,1,0,0,No
5.850547746541666,16,3,3,1.0,4.0,3.0,45,Non-Travel,Research & Development,9,2,Medical,1,4347,Female,1,Sales Executive,Married,95250,9.0,Y,19,8,0,22.0,3,20,11,8,No
6.807791164658611,7,2,3,1.0,2.0,2.0,49,Travel_Rarely,Research & Development,25,2,Life Sciences,1,3360,Female,2,Sales Executive,Married,43450,4.0,Y,15,8,0,29.0,3,26,1,7,No
5.924545961624166,22,3,3,1.0,2.0,3.0,27,Travel_Frequently,Sales,8,1,Life Sciences,1,4062,Male,4,Laboratory Technician,Married,102310,1.0,Y,13,8,1,1.0,2,1,0,0,Yes
9.227227800089167,4,3,3,3.0,4.0,2.0,30,Travel_Rarely,Research & Development,7,3,Technical Degree,1,345,Male,2,Research Director,Single,14830,5.0,Y,13,8,0,12.0,3,0,0,0,No
6.006412315930278,8,2,3,2.0,2.0,3.0,40,Travel_Rarely,Research & Development,8,1,Medical,1,2623,Female,5,Research Scientist,Married,35440,3.0,Y,18,8,3,15.0,3,11,5,10,No
5.872723114680833,23,3,3,2.0,3.0,4.0,34,Travel_Rarely,Sales,4,3,Medical,1,4152,Female,1,Sales Executive,Married,12610,2.0,Y,14,8,1,6.0,6,4,1,2,No
5.724021642123889,19,3,3,4.0,3.0,3.0,44,Non-Travel,Research & Development,20,3,Life Sciences,1,2075,Male,1,Sales Representative,Single,45560,2.0,Y,13,8,0,6.0,4,0,0,0,No
6.823829763498333,22,3,3,4.0,3.0,3.0,23,Travel_Rarely,Sales,2,3,Medical,1,653,Male,3,Laboratory Technician,Married,18780,1.0,Y,13,8,1,1.0,2,1,0,1,No
7.0311278447119445,13,3,4,4.0,4.0,2.0,34,Travel_Rarely,Research & Development,3,2,Technical Degree,1,2171,Male,2,Research Director,Divorced,26590,0.0,Y,24,8,3,10.0,2,9,1,6,No
6.597993083444722,17,3,3,1.0,,3.0,26,Travel_Frequently,Research & Development,2,2,Life Sciences,1,314,Male,1,Manufacturing Director,Divorced,28350,3.0,Y,11,8,1,5.0,2,2,2,0,No
6.793806336456667,14,3,3,2.0,3.0,4.0,31,Travel_Rarely,Research & Development,14,2,Life Sciences,1,2440,Male,1,Sales Executive,Married,167560,1.0,Y,11,8,2,6.0,5,5,0,3,No
8.103367916108612,9,3,3,3.0,3.0,3.0,43,Travel_Frequently,Research & Development,1,4,Other,1,1005,Male,3,Sales Executive,Married,76550,9.0,Y,12,8,1,6.0,3,1,0,0,Yes
10.213510709504444,4,3,3,4.0,2.0,3.0,56,Travel_Rarely,Research & Development,24,4,Life Sciences,1,2189,Male,2,Laboratory Technician,Married,32210,4.0,Y,15,8,2,33.0,2,19,15,9,No
9.567613788487222,6,1,3,4.0,1.0,2.0,42,Travel_Rarely,Research & Development,6,3,Medical,1,4102,Male,2,Laboratory Technician,Divorced,100080,6.0,Y,19,8,1,9.0,3,4,1,2,No
6.978775100401389,11,4,3,3.0,1.0,3.0,31,Travel_Rarely,Sales,24,1,Marketing,1,2109,Female,1,Sales Executive,Single,38940,1.0,Y,12,8,0,10.0,3,10,1,8,No
9.597987505577779,12,1,3,2.0,1.0,2.0,37,Travel_Rarely,Research & Development,7,3,Life Sciences,1,2878,Female,1,Research Scientist,Married,29290,1.0,Y,12,8,0,8.0,2,8,1,7,No
9.117412985274166,18,3,4,3.0,4.0,2.0,46,Travel_Rarely,Research & Development,1,4,Technical Degree,1,3918,Female,3,Sales Executive,Divorced,99570,4.0,Y,20,8,0,13.0,1,10,0,3,No
7.397981927710833,19,1,3,2.0,1.0,2.0,46,Travel_Rarely,Sales,2,3,Life Sciences,1,1242,Female,1,Research Scientist,Single,34200,3.0,Y,13,8,2,22.0,3,2,2,1,No
6.862453145916945,6,3,4,1.0,4.0,3.0,43,Travel_Frequently,Sales,8,3,Medical,1,2529,Male,1,Research Director,Married,36000,1.0,Y,23,8,0,7.0,2,7,7,7,No
9.67827867023639,19,3,3,2.0,1.0,2.0,29,Travel_Rarely,Research & Development,29,3,Medical,1,79,Female,1,Research Scientist,Married,23070,1.0,Y,13,8,1,7.0,0,7,0,7,Yes
7.4068998215080555,18,3,3,1.0,3.0,3.0,27,Travel_Rarely,Research & Development,6,4,Life Sciences,1,645,Male,2,Laboratory Technician,Divorced,37550,1.0,Y,19,8,0,5.0,2,5,0,3,No
6.1679562695225,20,3,3,3.0,4.0,2.0,31,Travel_Rarely,Research & Development,2,4,Life Sciences,1,1669,Female,1,Sales Executive,Divorced,29090,9.0,Y,14,8,2,10.0,2,5,0,1,No
8.896499330655834,5,3,3,4.0,1.0,3.0,52,Travel_Rarely,Sales,2,1,Medical,1,1681,Male,1,Laboratory Technician,Divorced,99800,3.0,Y,11,8,1,18.0,2,10,6,9,No
7.830529897367223,20,3,3,4.0,1.0,3.0,42,Travel_Rarely,Research & Development,5,4,Medical,1,2936,Female,1,Research Scientist,Single,60290,3.0,Y,17,8,1,10.0,5,3,0,2,No
7.6499665327977775,13,3,3,3.0,2.0,2.0,30,Travel_Rarely,Research & Development,9,3,Life Sciences,1,1305,Male,1,Manufacturing Director,Divorced,92500,1.0,Y,12,8,3,11.0,0,11,2,7,No
5.844894020526389,7,2,3,2.0,1.0,4.0,24,Travel_Rarely,Research & Development,3,3,Life Sciences,1,2443,Female,1,Research Scientist,Divorced,14160,1.0,Y,15,8,1,6.0,3,6,1,2,No
10.197545738509444,5,2,3,2.0,1.0,3.0,30,Travel_Rarely,Research & Development,6,4,Medical,1,691,Female,1,Sales Executive,Married,30410,1.0,Y,11,8,1,9.0,2,9,0,8,No
6.775146140115833,5,2,4,1.0,4.0,3.0,38,Travel_Rarely,Research & Development,23,3,Medical,1,2664,Male,3,Sales Representative,Married,39040,1.0,Y,22,8,0,10.0,3,10,1,9,No
5.984557117358055,6,3,3,4.0,2.0,2.0,34,Travel_Rarely,Research & Development,9,2,Medical,1,2240,Male,1,Sales Executive,Married,32800,5.0,Y,13,8,0,7.0,3,5,0,2,No
7.134955377063611,13,3,3,4.0,2.0,2.0,27,Travel_Rarely,Sales,15,3,Marketing,1,1404,Male,1,Research Scientist,Single,39860,1.0,Y,12,8,2,7.0,3,7,0,3,No
7.945765283355556,7,2,3,3.0,2.0,3.0,55,Travel_Rarely,Sales,9,3,Marketing,1,4084,Male,2,Laboratory Technician,Married,119160,4.0,Y,15,8,1,35.0,3,10,1,4,No
6.565918116911944,8,1,3,1.0,3.0,2.0,49,Travel_Rarely,Research & Development,7,3,Life Sciences,1,787,Male,3,Laboratory Technician,Married,53240,2.0,Y,19,8,0,20.0,2,3,1,2,No
9.898292057117223,5,4,3,4.0,3.0,3.0,27,Travel_Rarely,Research & Development,13,2,Medical,1,1533,Female,4,Research Director,Single,28560,1.0,Y,12,8,2,5.0,5,5,0,4,No
6.138874386434445,21,4,4,1.0,3.0,4.0,44,Travel_Rarely,Sales,29,4,Marketing,1,236,Male,2,Sales Executive,Single,19510,4.0,Y,22,8,3,10.0,4,2,0,2,No
5.546657742079167,20,3,3,3.0,1.0,3.0,46,Travel_Rarely,Research & Development,2,3,Life Sciences,1,2074,Male,2,Research Scientist,Married,165550,8.0,Y,14,8,2,28.0,4,26,15,9,No
8.038722668451388,11,2,4,3.0,3.0,3.0,34,Travel_Rarely,Research & Development,13,4,Life Sciences,1,3177,Female,1,Laboratory Technician,Divorced,23410,1.0,Y,20,8,2,8.0,3,8,0,6,No
7.373640116019445,17,3,3,4.0,3.0,3.0,33,Non-Travel,Sales,15,3,Other,1,1923,Male,4,Research Director,Single,194360,1.0,Y,19,8,2,10.0,4,10,6,0,No
6.307388442659445,15,3,3,3.0,4.0,2.0,31,Travel_Rarely,Research & Development,2,4,Life Sciences,1,199,Female,1,Sales Executive,Divorced,29090,9.0,Y,14,8,2,10.0,2,5,0,1,No
7.551838464970833,11,4,3,3.0,4.0,3.0,38,Travel_Rarely,Sales,4,4,Life Sciences,1,2862,Male,1,Manufacturing Director,Single,70820,1.0,Y,14,8,0,2.0,3,2,2,1,No
8.374997768853056,12,3,3,3.0,4.0,3.0,29,Travel_Rarely,Sales,17,4,Medical,1,2116,Male,1,Laboratory Technician,Divorced,65820,1.0,Y,19,8,1,6.0,3,6,1,0,No
10.42924364123139,10,2,3,3.0,3.0,2.0,47,Travel_Rarely,Research & Development,8,4,Medical,1,3750,Female,2,Sales Representative,Married,23660,3.0,Y,17,8,0,11.0,5,5,1,2,No
8.3304841588575,13,3,3,1.0,3.0,2.0,45,Travel_Rarely,Research & Development,22,3,Life Sciences,1,3537,Female,2,Sales Representative,Married,132120,4.0,Y,13,8,0,7.0,4,3,0,2,No
6.052336010709444,9,3,4,1.0,4.0,3.0,26,Travel_Rarely,Research & Development,2,2,Other,1,3681,Male,3,Laboratory Technician,Single,53040,0.0,Y,20,8,1,5.0,2,4,1,1,No
6.934367469879445,19,3,4,,4.0,3.0,29,Travel_Rarely,Research & Development,26,1,Life Sciences,1,3535,Male,1,Laboratory Technician,Married,22180,1.0,Y,24,8,1,10.0,1,10,0,8,No
5.5039223560908335,22,2,3,1.0,3.0,3.0,22,Travel_Rarely,Research & Development,2,2,Medical,1,241,Female,2,Laboratory Technician,Married,195450,0.0,Y,14,8,0,3.0,3,2,2,2,No
9.627891566265,6,2,3,3.0,2.0,2.0,37,Travel_Rarely,Sales,9,1,Marketing,1,3072,Male,3,Sales Executive,Single,44400,2.0,Y,11,8,1,18.0,3,1,0,1,No
9.113620035698334,7,3,3,1.0,4.0,2.0,32,Travel_Rarely,Research & Development,1,1,Life Sciences,1,243,Female,1,Healthcare Representative,Married,30220,1.0,Y,16,8,1,6.0,3,6,0,5,No
5.761482597054722,22,2,3,3.0,4.0,2.0,28,Travel_Rarely,Sales,7,5,Life Sciences,1,1133,Female,2,Sales Representative,Divorced,171230,5.0,Y,15,8,1,6.0,2,4,0,3,Yes
7.460327978580834,5,2,3,3.0,2.0,3.0,38,Travel_Rarely,Research & Development,2,3,Medical,1,2325,Female,3,Sales Executive,Married,49080,4.0,Y,19,8,1,7.0,3,5,1,4,Yes
6.033902275769722,6,3,3,3.0,2.0,3.0,36,Travel_Rarely,Sales,5,3,Technical Degree,1,34,Male,3,Sales Executive,Single,54050,4.0,Y,14,8,0,10.0,2,8,7,7,No
6.850217536813889,21,3,3,3.0,3.0,2.0,53,Travel_Rarely,Sales,2,1,Life Sciences,1,1238,Male,5,Human Resources,Divorced,31620,4.0,Y,15,8,0,26.0,4,14,4,8,No
8.147132976349722,7,2,3,4.0,4.0,3.0,40,Non-Travel,Research & Development,7,3,Medical,1,841,Male,1,Research Scientist,Divorced,28000,3.0,Y,12,8,2,8.0,0,2,2,2,No
6.097379518072223,11,3,3,1.0,3.0,3.0,34,Non-Travel,Sales,1,2,Life Sciences,1,2190,Male,2,Research Scientist,Divorced,86210,1.0,Y,17,8,1,5.0,1,5,0,0,No
5.9270749665327775,16,3,3,4.0,1.0,3.0,29,Travel_Rarely,Research & Development,3,4,Other,1,2471,Female,2,Sales Representative,Divorced,55930,1.0,Y,13,8,1,1.0,3,1,0,0,No
5.505814368585278,23,3,3,1.0,2.0,2.0,40,Travel_Rarely,Research & Development,1,4,Medical,1,427,Male,2,Research Scientist,Divorced,192320,2.0,Y,14,8,1,11.0,3,1,0,0,No
7.748006470325556,7,3,3,4.0,4.0,3.0,47,Travel_Rarely,Sales,18,4,Medical,1,462,Female,2,Research Scientist,Single,55820,1.0,Y,16,8,0,9.0,3,9,0,7,No
7.136758143685833,18,2,4,2.0,1.0,4.0,42,Travel_Rarely,Research & Development,1,2,Life Sciences,1,2052,Male,4,Laboratory Technician,Single,30340,7.0,Y,21,8,1,9.0,3,6,1,5,No
7.0100792057116665,7,3,3,4.0,4.0,3.0,52,Non-Travel,Research & Development,1,4,Life Sciences,1,313,Male,5,Sales Executive,Married,97380,0.0,Y,18,8,2,5.0,2,4,1,2,No
7.261213743864166,10,4,3,4.0,4.0,3.0,37,Travel_Rarely,Research & Development,16,3,Life Sciences,1,1735,Male,3,Manager,Single,33880,3.0,Y,11,8,0,4.0,2,1,0,0,No
6.023237394020278,7,3,4,3.0,4.0,3.0,46,Travel_Rarely,Sales,1,2,Medical,1,1302,Female,2,Research Scientist,Single,97140,1.0,Y,22,8,0,9.0,0,9,4,7,Yes
7.444561579651666,18,3,4,3.0,3.0,3.0,26,Travel_Frequently,Research & Development,22,4,Other,1,3297,Female,1,Sales Executive,Married,20240,1.0,Y,23,8,0,8.0,2,8,1,7,Yes
7.565435073627778,14,4,3,3.0,1.0,3.0,41,Travel_Rarely,Research & Development,10,4,Medical,1,1361,Male,4,Research Scientist,Married,57430,2.0,Y,12,8,3,7.0,2,5,1,4,No
8.90600066934389,11,3,4,4.0,4.0,3.0,43,Travel_Rarely,Sales,1,3,Marketing,1,2918,Female,2,Manufacturing Director,Married,29320,5.0,Y,24,8,0,22.0,3,17,1,9,No
8.670178491744723,14,2,3,4.0,2.0,3.0,30,Travel_Rarely,Sales,9,3,Marketing,1,3569,Female,1,Research Scientist,Married,90710,0.0,Y,19,8,1,12.0,2,11,5,7,No
5.569022757697223,22,3,3,2.0,1.0,2.0,35,Travel_Frequently,Human Resources,9,3,Other,1,4221,Female,2,Sales Representative,Married,40840,4.0,Y,13,8,1,5.0,3,3,1,2,No
7.0846943328869445,17,3,4,3.0,4.0,2.0,39,Travel_Rarely,Sales,5,4,Marketing,1,1517,Female,2,Human Resources,Divorced,21050,0.0,Y,20,8,0,19.0,3,18,3,7,No
8.126080990629166,10,3,3,3.0,3.0,3.0,49,Travel_Rarely,Human Resources,6,2,Life Sciences,1,2394,Female,2,Research Scientist,Married,107390,2.0,Y,11,8,3,30.0,3,15,2,12,No
9.487376171351945,8,3,3,2.0,3.0,4.0,22,Travel_Rarely,Research & Development,15,4,Life Sciences,1,409,Female,1,Laboratory Technician,Married,124900,0.0,Y,13,8,0,4.0,3,3,0,2,Yes
5.580070281124445,17,3,3,2.0,3.0,3.0,45,Travel_Rarely,Sales,2,3,Life Sciences,1,3247,Male,3,Healthcare Representative,Single,60740,0.0,Y,14,8,0,9.0,2,8,3,1,No
6.386800535475,8,3,3,2.0,3.0,3.0,45,Travel_Rarely,Research & Development,10,4,Life Sciences,1,3286,Male,1,Research Director,Single,56050,1.0,Y,12,8,2,1.0,2,1,0,0,No
6.683305443998056,18,2,3,4.0,4.0,3.0,38,Non-Travel,Research & Development,2,5,Life Sciences,1,1474,Male,3,Human Resources,Married,83210,3.0,Y,11,8,3,13.0,5,8,7,5,No
6.433872155287777,13,3,3,3.0,3.0,3.0,30,Travel_Rarely,Research & Development,2,1,Medical,1,3942,Male,1,Sales Representative,Married,104450,3.0,Y,18,8,1,10.0,3,7,1,7,No
5.520288933511667,23,2,3,4.0,2.0,2.0,30,Travel_Rarely,Human Resources,20,4,Life Sciences,1,1155,Male,2,Research Scientist,Married,46610,1.0,Y,11,8,0,12.0,3,12,1,7,No
6.786386657741945,17,2,3,4.0,4.0,3.0,45,Travel_Rarely,Research & Development,28,3,Life Sciences,1,3843,Female,2,Laboratory Technician,Divorced,50670,1.0,Y,11,8,2,10.0,3,10,3,9,No
6.914326193663333,16,3,3,2.0,4.0,2.0,33,Travel_Frequently,Sales,4,2,Life Sciences,1,3011,Male,4,Research Scientist,Single,47880,3.0,Y,11,8,1,9.0,0,7,0,1,No
7.3506749219097225,8,3,3,1.0,3.0,1.0,21,Travel_Frequently,Research & Development,20,2,Medical,1,658,Female,4,Research Scientist,Single,53370,1.0,Y,14,8,1,2.0,2,2,2,2,Yes
6.048819723337778,8,2,3,3.0,3.0,2.0,28,Travel_Rarely,Research & Development,19,4,Medical,1,3281,Female,2,Sales Executive,Single,32040,6.0,Y,16,8,1,5.0,4,2,2,1,Yes
8.566610887996388,4,2,3,4.0,2.0,3.0,26,Travel_Rarely,Human Resources,2,1,Technical Degree,1,3980,Female,3,Sales Executive,Married,65780,0.0,Y,15,8,2,6.0,3,5,1,4,Yes
